 41.50000000	 22.00000000	 41.50000000	 53.60790000	 41.50000000	 77.00000000	
 71.00000000	 53.50000000	 41.00000000	 53.50000000
 70.00000000	 45.50000000	 40.00000000	 45.50000000
 69.00000000	 38.50000000	 39.00000000	 38.50000000
 68.00000000	 32.50000000	 38.00000000	 32.50000000
 72.00000000	 60.50000000	 42.00000000	 60.50000000
 73.00000000	 65.50000000	 43.00000000	 65.50000000
 74.00000000	 69.50000000	 44.00000000	 69.50000000
 10.50000000	 77.50000000	 15.50000000	 77.50000000
 10.50000000	  5.50000000	 15.50000000	  5.50000000
 86.50000000	  5.50000000	 96.50000000	  5.50000000
 83.50000000	 88.50000000	 94.50000000	 88.50000000
 85.00000000	 48.50000000	 16.00000000	 48.50000000
