 24.69060000	 36.41850000	 47.04080000	 58.76870000	 63.58150000	 75.30940000	
 67.82410000	 37.83270000	 46.61090000	 59.04590000
 61.46020000	 32.88300000	 40.24700000	 54.09620000
 55.80330000	 28.64040000	 34.59010000	 49.85360000
 50.85360000	 25.10480000	 29.64040000	 46.31800000
 73.48100000	 42.07540000	 52.26780000	 63.28860000
 77.72360000	 44.90380000	 56.51040000	 66.11700000
 81.25910000	 47.02510000	 60.04590000	 68.23830000
 10.50000000	 77.50000000	 15.50000000	 77.50000000
 10.50000000	  5.50000000	 15.50000000	  5.50000000
 86.50000000	  5.50000000	 96.50000000	  5.50000000
 83.50000000	 88.50000000	 94.50000000	 88.50000000
 74.18810000	 24.39770000	 25.39770000	 73.18810000
